license_num,status,license_type,issued,expires,business_name,dba_name,license_description,applicant,manager,day_phone,evening_phone,tot_capacity,fee_amt,capacity,end_time,unit_type,numberofunits,address,city,state,zip,neighborhood,police_dist,gpsx,gpsy
CAL-133150,Active,Non-Live Entertainment,9/12/14,12/31/22,"Jae's Cafe & Grill, Inc.",Shun's Kitchen,1 CAPACITY FIRST FLOOR IS 19 PERSONS 2 LOWER LEVEL 37,Shun Li Chen,Shun Li Chen,(617)421-9405,N/A,111,0,0,10:00 PM,Radio,1,520-   Columbus AVE,Roxbury,MA,2118,Back Bay/South End,D-4,769773.0625,2949893.299
CAL-133150,Active,Non-Live Entertainment,9/12/14,12/31/22,"Jae's Cafe & Grill, Inc.",Shun's Kitchen,1 CAPACITY FIRST FLOOR IS 19 PERSONS 2 LOWER LEVEL 37,Shun Li Chen,Shun Li Chen,(617)421-9405,N/A,111,0,0,10:00 PM,"Television (under 27"") / Monitor",6,520-   Columbus AVE,Roxbury,MA,2118,Back Bay/South End,D-4,769773.0625,2949893.299
CAL-133242,Active,Non-Live Entertainment,9/12/14,12/31/22,Du Four's Inc.,Casa Romero Restaurant,N/A,Nicole Monis,Nicole Monis,(617)536-4341,N/A,104,0,104,1:00 AM,Cassette/CD Player,1,30     Gloucester ST,Boston,MA,2115,Back Bay/South End,D-4,768484.1524,2952639.87
CAL-132682,Active,Non-Live Entertainment,9/12/14,12/31/22,"Pleasant, Inc.",Pleasant Cafe,N/A,John Morgan,John Morgan,(617)323-2311,N/A,195,1080,195,1:00 AM,Widescreen Television,6,4511-4515  Washington ST,Roslindale,MA,2131,West Roxbury/Roslindale,E-5,754466.6496,2926820.937
CAL-132682,Active,Non-Live Entertainment,9/12/14,12/31/22,"Pleasant, Inc.",Pleasant Cafe,N/A,John Morgan,John Morgan,(617)323-2311,N/A,195,0,0,1:00 AM,Radio,1,4511-4515  Washington ST,Roslindale,MA,2131,West Roxbury/Roslindale,E-5,754466.6496,2926820.937
CAL-132442,Active,Live Entertainment,9/12/14,12/31/22,"Riverside Theatre Works, Inc.",Riverside Theatre Works,N/A,Paul Terranova,Paul Terranova,(646)319-9572,N/A,300,175,300,12:00 AM,Theatre,300,41-49   Fairmount AVE,Hyde Park,MA,2136,Hyde Park,E-18,758818.3572,2918264.659
CAL-133297,Active,Non-Live Entertainment,9/12/14,12/31/22,New Golden Gate Inc.,New Golden Gate,N/A,May Deng,May Deng,(317)338-7721,N/A,72,0,72,2:00 AM,Cassette/CD Player,1,66-   Beach ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,775095,2953380
CAL-133297,Active,Non-Live Entertainment,9/12/14,12/31/22,New Golden Gate Inc.,New Golden Gate,N/A,May Deng,May Deng,(317)338-7721,N/A,72,0,0,2:00 AM,Radio,1,66-   Beach ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,775095,2953380
CAL-133297,Active,Non-Live Entertainment,9/12/14,12/31/22,New Golden Gate Inc.,New Golden Gate,N/A,May Deng,May Deng,(317)338-7721,N/A,72,0,0,2:00 AM,"Television (under 27"") / Monitor",1,66-   Beach ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,775095,2953380
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,0,N/A,2:00 AM,Jukebox,1,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,0,N/A,2:00 AM,"Television (under 27"") / Monitor",4,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,0,N/A,2:00 AM,DVD/VCR,1,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,0,N/A,2:00 AM,Dartboard,1,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,0,N/A,2:00 AM,Widescreen Television,2,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133106,Active,Night Club,9/12/14,12/31/22,"Broughton Enterprises, Inc.",Midway Café,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED SEVEN 7 INSTRUMENTS 2 OPERATE NIGHTLY FROM 9 00 PM 30 AM 3 KARAOKE PERMITTED ON THURSDAY EVENINGS,JAY BALERNA,JAY BALERNA,(617)524-9038,N/A,99,800,99,2:00 AM,Instrumental/Vocal,7,3492-3498   Washington ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,762357.6711,2936880.77
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,400,46,2:00 AM,Cassette/CD Player,1,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133345,Active,Live Entertainment,9/12/14,12/31/22,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,46,0,0,2:00 AM,Radio,1,108-112   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776008.4204,2957143.04
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,800,232,2:00 AM,Radio,1,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,0,0,2:00 AM,Cassette/CD Player,1,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,0,N/A,2:00 AM,"Television (under 27"") / Monitor",2,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,0,N/A,2:00 AM,Widescreen Television,13,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,0,N/A,2:00 AM,Instrumental/Vocal,6,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,0,N/A,2:00 AM,Dancing by Patrons,1,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-133311,Active,Night Club,9/12/14,12/31/22,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED,Noelle Somers,Noelle Somers,(857)221-6217,N/A,232,0,0,2:00 AM,Disc Jockey,1,33-   Union ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775954.5445,2956950.765
CAL-132894,Active,Non-Live Entertainment,9/12/14,12/31/22,Latino Restaurant,Latino Restaurant,N/A,Rafael Veras,Rafael Veras,(617)637-3703,N/A,32,360,32,10:00 PM,Widescreen Television,2,302-   Centre ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,763460.4775,2942880.659
CAL-132894,Active,Non-Live Entertainment,9/12/14,12/31/22,Latino Restaurant,Latino Restaurant,N/A,Rafael Veras,Rafael Veras,(617)637-3703,N/A,32,0,0,10:00 PM,Jukebox,1,302-   Centre ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,763460.4775,2942880.659
CAL-132894,Active,Non-Live Entertainment,9/12/14,12/31/22,Latino Restaurant,Latino Restaurant,N/A,Rafael Veras,Rafael Veras,(617)637-3703,N/A,32,0,0,10:00 PM,"Television (under 27"") / Monitor",2,302-   Centre ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,763460.4775,2942880.659
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,1780,1580,2:00 AM,Widescreen Television,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,180,0,2:00 AM,DVD/VCR,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,N/A,2:00 AM,Instrumental/Vocal,40,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,N/A,2:00 AM,Cassette/CD Player,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,N/A,2:00 AM,Jukebox,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,N/A,2:00 AM,"Television (under 27"") / Monitor",50,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,N/A,2:00 AM,Dancing by Patrons,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,500,0,2:00 AM,Exhibition/Trade Show,1580,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,N/A,2:00 AM,Radio,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-132505,Active,Night Club,9/12/14,12/31/22,"Don't Look Back Lessee, LLC",Liberty Hotel,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE INSPECTION CERTIFICATE 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED THIRTY 30 INSTRUMENTS TEN 10 VOCALISTS INSIDE 3 DISC JOCKEY MAY OFFERED ON THURSDAYS FRIDAYS SATURDAYS FROM 9 00PM AM ALL OTHER TIMES PRIVATE FUNCTIONS ONLY 4 WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 LICENSEE PERMITTED LAWN GAMES OUTDOOR PATIO 12PM UNTIL 10PM SEVEN 7 DAYS WEEK SHALL FOLLOW STATE CITY REGULATIONS,Adam Butner-Burroughs,Adam Butner-Burroughs,(617)339-4250,N/A,1580,0,0,2:00 AM,Disc Jockey,1,215A-  Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772332.8795,2957223.044
CAL-133343,Active,Non-Live Entertainment,9/12/14,12/31/21,Taqueria Casa Real,Taqueria Casa Real,1 ENTERTAINMENT MUST CEASE 9 00 PM FOLLOWING MONTHS JANUARY FEBRUARY MARCH APRIL SEPTEMBER OCTOBER NOVEMBER DECEMBER 2 10 MAY JUNE JULY AUGUST,Elena Reyes,Elena Reyes,(617)282-3135,N/A,16,0,16,N/A,"Television (under 27"") / Monitor",1,860-  Dorchester AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,776080.9903,2942505.504
CAL-132302,Active,Non-Live Entertainment,9/12/14,12/31/22,"Gagandeep, Inc.",Punjab Palace,N/A,Balwinder Singh,Balwinder Singh,N/A,N/A,38,180,38,11:00 PM,DVD/VCR,1,109-   Brighton AVE,Allston,MA,2134,Allston/Brighton,D-14,756038.0355,2953885.792
CAL-132302,Active,Non-Live Entertainment,9/12/14,12/31/22,"Gagandeep, Inc.",Punjab Palace,N/A,Balwinder Singh,Balwinder Singh,N/A,N/A,38,180,0,11:00 PM,Widescreen Television,1,109-   Brighton AVE,Allston,MA,2134,Allston/Brighton,D-14,756038.0355,2953885.792
CAL-132762,Active,Live Entertainment,9/12/14,12/31/22,"DiamondRock Boston Tenant, LLC",Westin Boston Waterfront,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE APPLICABLE SAFTEY CERTIFICATES 2 WIDESCREEN TV CASSETT COMPACT DISC PLAYER ALLOWED BIRCH BAR 3 INSTRUMENTAL VOCAL MUSIC IS LIMITED 102 INSTRUMENTS FIVE VOCALISTS 4 FLOOR SHOW COMEDIAN ONLY 5 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Michael Jorgensen,Michael Jorgensen,(978)989-9464,N/A,4350,0,4350,2:00 AM,Dancing by Patrons,0,425     Summer ST,Boston,MA,2210,South Boston,C-6,779681.116,2951522.01
CAL-132762,Active,Live Entertainment,9/12/14,12/31/22,"DiamondRock Boston Tenant, LLC",Westin Boston Waterfront,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE APPLICABLE SAFTEY CERTIFICATES 2 WIDESCREEN TV CASSETT COMPACT DISC PLAYER ALLOWED BIRCH BAR 3 INSTRUMENTAL VOCAL MUSIC IS LIMITED 102 INSTRUMENTS FIVE VOCALISTS 4 FLOOR SHOW COMEDIAN ONLY 5 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Michael Jorgensen,Michael Jorgensen,(978)989-9464,N/A,4350,0,0,2:00 AM,Disc Jockey,1,425     Summer ST,Boston,MA,2210,South Boston,C-6,779681.116,2951522.01
CAL-132762,Active,Live Entertainment,9/12/14,12/31/22,"DiamondRock Boston Tenant, LLC",Westin Boston Waterfront,1 CAPACITIES ROOMS IN ESTABLISHMENT TO BE SET VIA REFERENCE APPLICABLE SAFTEY CERTIFICATES 2 WIDESCREEN TV CASSETT COMPACT DISC PLAYER ALLOWED BIRCH BAR 3 INSTRUMENTAL VOCAL MUSIC IS LIMITED 102 INSTRUMENTS FIVE VOCALISTS 4 FLOOR SHOW COMEDIAN ONLY 5 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,Michael Jorgensen,Michael Jorgensen,(978)989-9464,N/A,4350,0,N/A,2:00 AM,Floor Show,1,425     Summer ST,Boston,MA,2210,South Boston,C-6,779681.116,2951522.01
